"uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore","tconst","parentTitle"
"sqm101800043m4","Tagaru","Movie",2018,"IND","Action",8.4,4.2,"tt7938336","Tagaru"
"sqm101800047m4","Go-Go Sisters","Movie",2018,"VNM","Comedy",7.7,3.9,"tt8081638","Go-Go Sisters"
"sqm101800049m4","The Incredibles","Movie",2004,"USA","Family",8,4,"tt0317705","The Incredibles"
"sqm101800050m4","Megamind","Movie",2010,"USA","Family",7.3,3.7,"tt1001526","Megamind"
"sqm101800051m4","The Road to El Dorado","Movie",2000,"USA","Family",6.9,3.5,"tt0138749","The Road to El Dorado"
"sqm101800052m4","Song of the Sea","Movie",2014,"IRL","Family",8.1,4.1,"tt1865505","Song of the Sea"
"sqm101800053m4","Anastasia (1997)","Movie",1997,"USA","Family",7.1,3.6,"tt0118617","Anastasia (1997)"
"sqm101800054m4","Tarzan (1999)","Movie",1999,"USA","Family",7.2,3.6,"tt0120855","Tarzan (1999)"
"sqm101800055m4","Hugo","Movie",2011,"USA","Drama",7.5,3.8,"tt0970179","Hugo"
"sqm101800057m4","Gosford Park","Movie",2001,"USA","Comedy",7.3,3.7,"tt0280707","Gosford Park"
"sqm101800058m4","Notes on a Scandal","Movie",2006,"USA","Drama",7.4,3.7,"tt0465551","Notes on a Scandal"
"sqm101800059m4","Babel","Movie",2006,"USA","Drama",7.5,3.8,"tt0449467","Babel"
"sqm101800060m4","The Illusionist (2006)","Movie",2006,"USA","Drama",7.6,3.8,"tt0443543","The Illusionist (2006)"
"sqm101800061m4","The Prestige","Movie",2006,"USA","Drama",8.5,4.3,"tt0482571","The Prestige"
"sqm101800062m4","Moon (2009)","Movie",2009,"GBR","Action",7.9,4,"tt1182345","Moon (2009)"
"sqm101800063m4","Jurassic World","Movie",2015,"USA","Action",7,3.5,"tt0369610","Jurassic World"
"sqm101800064m4","Ocean's Eleven","Movie",2001,"USA","Comedy",7.8,3.9,"tt0240772","Ocean's Eleven"
"sqm101800065m4","Now You See Me","Movie",2013,"USA","Action",7.3,3.7,"tt1670345","Now You See Me"
"sqm101800066m4","Inception","Movie",2010,"USA","Action",8.8,4.4,"tt1375666","Inception"
"sqm101800067m4","How to Steal a Million (1966)","Movie",1966,"USA","Comedy",7.6,3.8,"tt0060522","How to Steal a Million (1966)"
"sqm101800068m4","Singin' in the Rain (1952)","Movie",1952,"USA","Family",8.3,4.2,"tt0045152","Singin' in the Rain (1952)"
"sqm101800069m4","The Diving Bell and the Butterfly","Movie",2007,"FRA","Drama",8,4,"tt0401383","The Diving Bell and the Butterfly"
"sqm101800072m4","Holy Motors","Movie",2012,"FRA","Drama",7.1,3.6,"tt2076220","Holy Motors"
"sqm101800074m4","The China Hustle","Movie",2017,"USA","Documentary",7.1,3.6,"tt7215388","The China Hustle"
"sqm101800075m4","Robin Williams: Come Inside My Mind","Movie",2018,"USA","Documentary",8.1,4.1,"tt7689966","Robin Williams: Come Inside My Mind"
"sqm101800002h7","Incredibles 2","Movie",2018,"USA","Family",8.2,4.1,"tt3606756","Incredibles 2"
"sqm101800005h7","Tag","Movie",2018,"USA","Comedy",6.9,3.5,"tt2854926","Tag"
"sqm101800083m4","Fight Back to School","Movie",1991,"CHN","Drama",7.1,3.6,"tt0103045","Fight Back to School"
"sqm101800084m4","Rangeela","Movie",1995,"IND","Comedy",7.5,3.8,"tt0114234","Rangeela"
"sqm101800085m4","Sing Street","Movie",2016,"IRL","Drama",8,4,"tt3544112","Sing Street"
"sqm101800086m4","Ocean's Twelve","Movie",2004,"USA","Comedy",6.5,3.3,"tt0349903","Ocean's Twelve"
"sqm101800087m4","Ocean's Thirteen","Movie",2007,"USA","Comedy",6.9,3.5,"tt0496806","Ocean's Thirteen"
"sqm101800088m4","Back to the Future","Movie",1985,"USA","Comedy",8.5,4.3,"tt0088763","Back to the Future"
"sqm101800092m4","Indiana Jones and the Temple of Doom","Movie",1984,"BEL","Action",7.6,3.8,"tt0087469","Indiana Jones and the Temple of Doom"
"sqm101800093m4","Indiana Jones and the Last Crusade","Movie",1989,"USA","Action",8.3,4.2,"tt0097576","Indiana Jones and the Last Crusade"
"sqm101800094m4","Indiana Jones and the Kingdom of the Crystal Skull","Movie",2008,"USA","Action",6.2,3.1,"tt0367882","Indiana Jones and the Kingdom of the Crystal Skull"
"sqm101800095m4","The Terminator (1984)","Movie",1984,"USA","Action",8,4,"tt0088247","The Terminator (1984)"
"sqm101800096m4","Terminator 2: Judgment Day","Movie",1991,"USA","Action",8.5,4.3,"tt0103064","Terminator 2: Judgment Day"
"sqm101800097m4","Terminator 3: Rise of the Machines","Movie",2003,"USA","Action",6.3,3.2,"tt0181852","Terminator 3: Rise of the Machines"
"sqm101800098m4","Terminator Salvation","Movie",2009,"USA","Action",6.6,3.3,"tt0438488","Terminator Salvation"
"sqm101800099m4","Terminator Genisys","Movie",2015,"USA","Action",6.5,3.3,"tt1340138","Terminator Genisys"
"sqm101800100m4","The Bourne Identity","Movie",2002,"USA","Action",7.9,4,"tt0258463","The Bourne Identity"
"sqm101800101m4","The Bourne Supremacy","Movie",2004,"USA","Action",7.8,3.9,"tt0372183","The Bourne Supremacy"
"sqm101800102m4","The Bourne Ultimatum","Movie",2007,"USA","Action",8,4,"tt0440963","The Bourne Ultimatum"
"sqm101800103m4","The Bourne Legacy","Movie",2012,"USA","Action",6.7,3.4,"tt1194173","The Bourne Legacy"
"sqm101800104m4","Jason Bourne","Movie",2016,"USA","Action",6.6,3.3,"tt4196776","Jason Bourne"
"sqm111800001h7","Ant-Man and the Wasp","Movie",2018,"USA","Action",7.5,3.8,"tt5095030","Ant-Man and the Wasp"
"sqm111800003h7","The Meg","Movie",2018,"USA","Action",6.2,3.1,"tt4779682","The Meg"
"sqm111800004m4","Mamma Mia! Here We Go Again","Movie",2018,"GBR","Comedy",7.3,3.7,"tt6911608","Mamma Mia! Here We Go Again"
"sqm111800005m4","Skyscraper","Movie",2018,"USA","Action",6.1,3.1,"tt5758778","Skyscraper"
"sqm111800006m4","The Equalizer 2","Movie",2018,"USA","Action",7.1,3.6,"tt3766354","The Equalizer 2"
"sqm111800007m4","Sicario: Day of the Soldado","Movie",2018,"USA","Drama",7.3,3.7,"tt5052474","Sicario: Day of the Soldado"
"sqm111800008m4","The Spy Who Dumped Me","Movie",2018,"USA","Comedy",6.4,3.2,"tt6663582","The Spy Who Dumped Me"
"sqm111800009m4","Teen Titans Go! To the Movies","Movie",2018,"USA","Family",6.9,3.5,"tt7424200","Teen Titans Go! To the Movies"
"sqm111800010m4","The Darkest Minds","Movie",2018,"USA","Thriller",4.8,2.4,"tt4073790","The Darkest Minds"
"sqm111800011m4","Puzzle","Movie",2018,"USA","Drama",6.8,3.4,"tt6933454","Puzzle"
"sqm111800013m4","Siberia","Movie",2018,"USA","Thriller",4.4,2.2,"tt6494418","Siberia"
"sqm111800016m4","Return of the Hero","Movie",2018,"FRA","Comedy",6.4,3.2,"tt7064498","Return of the Hero"
"sqm111800017m4","303","Movie",2018,"DEU","Drama",8,4,"tt5451118","303"
"sqm111800019m4","Dogman","Movie",2018,"ITA","Drama",7.7,3.9,"tt6768578","Dogman"
"sqm111800020m4","Sara's Notebook","Movie",2018,"ESP","Thriller",6,3,"tt6599742","Sara's Notebook"
"sqm111800022m4","The Guilty","Movie",2018,"DNK","Thriller",7.9,4,"tt6742252","The Guilty"
"sqm111800023m4","About Youth","Movie",2018,"TWN","Romance",0,0,"tt9460596","About Youth"
"sqm111800025m4","Detective Dee: The Four Heavenly Kings","Movie",2018,"CHN","Action",6.4,3.2,"tt6869538","Detective Dee: The Four Heavenly Kings"
"sqm111800026m4","Forever Young","Movie",2018,"CHN","Drama",6.4,3.2,"tt2401825","Forever Young"
"sqm111800027m4","Lobster Cop","Movie",2018,"CHN","Comedy",4.8,2.4,"tt8489090","Lobster Cop"
"sqm111800028m4","The Forest of Wool and Steel","Movie",2018,"JPN","Drama",6.7,3.4,"tt6340698","The Forest of Wool and Steel"
"sqm111800030m4","One Cut of the Dead","Movie",2017,"JPN","Comedy",7.9,4,"tt7914416","One Cut of the Dead"
"sqm111800031m4","Shoplifters","Movie",2018,"JPN","Drama",8.1,4.1,"tt8075192","Shoplifters"
"sqm111800032m4","Angrezi Mein Kehte Hain","Movie",2018,"IND","Drama",7,3.5,"tt6613812","Angrezi Mein Kehte Hain"
"sqm111800033m4","Tumhari Sulu","Movie",2017,"IND","Comedy",7,3.5,"tt6791730","Tumhari Sulu"
"sqm111800034m4","Bhaskar Oru Rascal","Movie",2018,"IND","Action",4.5,2.3,"tt7088032","Bhaskar Oru Rascal"
"sqm111800035m4","Thiruttu Payale 2","Movie",2017,"IND","Thriller",6.8,3.4,"tt7505152","Thiruttu Payale 2"
"sqm111800038m4","Monkey Baat","Movie",2018,"IND","Family",0,0,"tt8396246","Monkey Baat"
"sqm111800039m4","Ranangan","Movie",2018,"IND","Drama",5.5,2.8,"tt8396318","Ranangan"
"sqm111800040m4","The Spy Gone North","Movie",2018,"KOR","Drama",6.5,3.3,"tt8290698","The Spy Gone North"
"sqm111800041m4","Love+Sling","Movie",2018,"KOR","Comedy",6.8,3.4,"tt7299346","Love+Sling"
"sqm111800045m4","Frankenweenie","Movie",2012,"USA","Family",7,3.5,"tt1142977","Frankenweenie"
"sqm111800046m4","Hercules","Movie",1997,"USA","Family",7.3,3.7,"tt0119282","Hercules"
"sqm111800047m4","Nanny McPhee","Movie",2005,"USA","Family",6.6,3.3,"tt0396752","Nanny McPhee"
"sqm111800048m4","Ant-Man","Movie",2015,"USA","Action",7.3,3.7,"tt0478970","Ant-Man"
"sqm111800049m4","Mission: Impossible - Ghost Protocol","Movie",2011,"USA","Action",7.4,3.7,"tt1229238","Mission: Impossible - Ghost Protocol"
"sqm111800050m4","Mission: Impossible - Rogue Nation","Movie",2015,"USA","Action",7.4,3.7,"tt2381249","Mission: Impossible - Rogue Nation"
"sqm111800051m4","The Equalizer","Movie",2014,"USA","Action",7.2,3.6,"tt0455944","The Equalizer"
"sqm111800052m4","Sicario","Movie",2015,"USA","Action",7.6,3.8,"tt3397884","Sicario"
"sqm111800053m4","Mamma Mia!","Movie",2008,"USA","Comedy",6.4,3.2,"tt0795421","Mamma Mia!"
"sqm111800055m4","Fences","Movie",2016,"USA","Drama",7.2,3.6,"tt2671706","Fences"
"sqm111800056m4","Erin Brockovich","Movie",2000,"USA","Drama",7.3,3.7,"tt0195685","Erin Brockovich"
"sqm111800057m4","The Immigrant","Movie",2013,"USA","Drama",6.6,3.3,"tt1951181","The Immigrant"
"sqm111800058m4","The Big Short","Movie",2015,"USA","Drama",7.8,3.9,"tt1596363","The Big Short"
"sqm111800059m4","The Lady in the Van","Movie",2015,"GBR","Drama",6.7,3.4,"tt3722070","The Lady in the Van"
"sqm111800060m4","Gigi (1958)","Movie",1958,"USA","Comedy",6.8,3.4,"tt0051658","Gigi (1958)"
"sqm111800061m4","On the Waterfront (1954)","Movie",1954,"USA","Drama",8.2,4.1,"tt0047296","On the Waterfront (1954)"
"sqm111800062m4","From Here to Eternity (1953)","Movie",1953,"USA","Drama",7.7,3.9,"tt0045793","From Here to Eternity (1953)"
"sqm111800063m4","So Young","Movie",2013,"CHN","Drama",6.4,3.2,"tt2765340","So Young"
"sqm111800065m4","A Ghost of a Chance","Movie",2011,"JPN","Comedy",7.1,3.6,"tt1677603","A Ghost of a Chance"
"sqm111800066m4","Paprika","Movie",2006,"JPN","Animation",7.7,3.9,"tt0851578","Paprika"
"sqm111800068m4","Queen of Walking","Movie",2016,"KOR","Comedy",6.4,3.2,"tt6450044","Queen of Walking"
"sqm111800069m4","My Love Sinema","Movie",2016,"SGP","Drama",6.5,3.3,"tt5665940","My Love Sinema"
"sqm111800070m4","My Magic","Movie",2008,"SGP","Drama",6.4,3.2,"tt1233329","My Magic"
"sqm111800073m4","Half the Picture","Movie",2018,"USA","Documentary",6.9,3.5,"tt5713994","Half the Picture"
"sqm111800074m4","Strokes of Genius","Movie",2018,"USA","Documentary",8,4,"tt8638420","Strokes of Genius"
"sqm111800075m4","All the Wild Horses","Movie",2017,"MNG","Documentary",8.6,4.3,"tt2636480","All the Wild Horses"
"sqm111800081m4","An American in Paris: The Musical","Movie",2018,"GBR","Musical",8.1,4.1,"tt7877016","An American in Paris: The Musical"
"sqm071800010m4","Gemini","Movie",2017,"USA","Thriller",6.2,3.1,"tt5795086","Gemini"
"sqm071800032m4","Posesif","Movie",2017,"IDN","Drama",7.6,3.8,"tt7541708","Posesif"
"sqm091800006m4","The Seagull","Movie",2018,"USA","Drama",6.1,3.1,"tt4682136","The Seagull"
"sqm091800029m4","Recall","Movie",2018,"JPN","Drama",8.5,4.3,"tt3754662","Recall"
"sqm091800031m4","Champion","Movie",2018,"KOR","Drama",6.4,3.2,"tt9124428","Champion"
"sqm091800032m4","Home","Movie",2018,"KOR","Drama",0,0,"tt8601408","Home"
"sqm101800044m4","Believer","Movie",2018,"KOR","Action",6.1,3.1,"tt7095654","Believer"
"sqm111800018m4","Jim Button and Luke the Engine Driver","Movie",2018,"DEU","Family",6.7,3.4,"tt3072732","Jim Button and Luke the Engine Driver"
"sqm111800024m4","Animal World","Movie",2018,"CHN","Action",6.5,3.3,"tt7946836","Animal World"
"sqm111800054m4","Begin Again","Movie",2013,"USA","Drama",7.4,3.7,"tt1980929","Begin Again"
"sqm111800067m4","Mother","Movie",2009,"KOR","Thriller",7.8,3.9,"tt1216496","Mother"
"sqm121800031m4","Just a Breath Away","Movie",2018,"FRA","Sci-Fi",5.9,NA,"tt5092380","Just a Breath Away"
"sqm121800003m4","Love Actually","Movie",2003,"GBR","Comedy",7.6,NA,"tt0314331","Love Actually"
"sqm121800022h7","The Predator","Movie",2018,"CAN","Action",5.4,NA,"tt3829266","The Predator"
"sqm121800026m4","Papillon","Movie",2017,"CZE","Crime",7.1,NA,"tt5093026","Papillon"
"sqm121800019m4","BlacKkKlansman","Movie",2018,"USA","Biography",7.5,NA,"tt7349662","BlacKkKlansman"
"sqm121800001m4","Daddy's Home 2","Movie",2017,"USA","Comedy",6,NA,"tt5657846","Daddy's Home 2"
"sqm121800021m4","Searching","Movie",2018,"RUS","Drama",7.7,NA,"tt7668870","Searching"
"sqm121800024m4","Sorry to Bother You","Movie",2018,"USA","Comedy",7,NA,"tt5688932","Sorry to Bother You"
"sqm121800060m4","Monstrum","Movie",NA,"CZE",NA,NA,NA,"tt5934780","Monstrum"
"sqm121800017h7","Crazy Rich Asians","Movie",2018,"USA","Comedy",7,NA,"tt3104988","Crazy Rich Asians"
"sqm121800084m4","Arrival","Movie",2016,"USA","Drama",7.9,NA,"tt2543164","Arrival"
"sqm121800030m4","The New Romantic","Movie",2018,"CAN","Comedy",5.8,NA,"tt7456534","The New Romantic"
"sqm121800068m4","Cloudy With A Chance Of Meatballs","Movie",2009,"USA","Action",7,NA,"tt0844471","Cloudy With A Chance Of Meatballs"
"sqm121800065m4","Arthur Christmas","Movie",2011,"GBR","Adventure",7.1,NA,"tt1430607","Arthur Christmas"
"sqm121800077m4","The Descendants","Movie",2011,"USA","Comedy",7.3,NA,"tt1033575","The Descendants"
"sqm121800039m4","Genghis Khan","Movie",1965,"GBR","Adventure",6,NA,"tt0059219","Genghis Khan"
"sqm121800023m4","Mile 22","Movie",2018,"CHN","Action",6.1,NA,"tt4560436","Mile 22"
"sqm121800020m4","Alpha","Movie",2018,"USA","Adventure",6.7,NA,"tt4244998","Alpha"
"sqm121800042m4","L Storm","Movie",2018,"HKG","Action",5.9,NA,"tt8031554","L Storm"
"sqm121800052m4","Happy Phirr Bhag Jayegi","Movie",2018,"IND","Comedy",4.5,NA,"tt7881542","Happy Phirr Bhag Jayegi"
"sqm121800009m4","Indochina","Movie",1992,"FRA","Drama",7.1,NA,"tt0104507","Indochina"
"sqm121800038m4","Big Brother","Movie",2018,"HKG","Action",6.3,NA,"tt7336572","Big Brother"
"sqm121800046m4","Gintama 2:  Rules Are Made To Be Broken","Movie",2018,"JPN","Action",6.6,NA,"tt7639528","Gintama 2:  Rules Are Made To Be Broken"
"sqm121800018h7","Christopher Robin","Movie",2018,"USA","Adventure",7.4,NA,"tt4575576","Christopher Robin"
"sqm121800061m4","On Your Wedding Day","Movie",2018,"KOR","Romance",6.9,NA,"tt7938092","On Your Wedding Day"
"sqm121800072m4","Predator","Movie",1987,"USA","Action",7.8,NA,"tt0093773","Predator"
"sqm121800050m4","Aiyaary","Movie",2018,"IND","Action",5.3,NA,"tt6774212","Aiyaary"
"sqm121800066m4","The Polar Express","Movie",2004,"USA","Adventure",6.6,NA,"tt0338348","The Polar Express"
"sqm121800025m4","The Children Act","Movie",2017,"GBR","Drama",6.7,NA,"tt6040662","The Children Act"
"sqm121800067m4","Storks","Movie",2016,"USA","Adventure",6.8,NA,"tt4624424","Storks"
"sqm121800047m4","Life in Overtime","Movie",2018,"JPN","Comedy",7.2,NA,"tt7019806","Life in Overtime"
"sqm121800048m4","My Dad is a Heel Wrestler","Movie",2018,"JPN","Family",NA,NA,"tt7295568","My Dad is a Heel Wrestler"
"sqm121800034m4","In the Aisles","Movie",1984,"USA","Documentary",6.4,NA,"tt0088249","In the Aisles"
"sqm121800036m4","The Girl in the Fog","Movie",2017,"ITA","Crime",6.8,NA,"tt6892400","The Girl in the Fog"
"sqm121800011m4","Parched","Movie",2015,"IND","Drama",7.6,NA,"tt3043252","Parched"
"sqm121800064m4","The Nightmare Before Christmas","Movie",1993,"USA","Animation",8,NA,"tt0107688","The Nightmare Before Christmas"
"sqm121800079m4","Hairspray","Movie",2007,"USA","Comedy",6.7,NA,"tt0427327","Hairspray"
"sqm121800045m4","The Way of the Bug","Movie",2018,"CHN","Comedy",4.1,NA,"tt8793220","The Way of the Bug"
"sqm121800074m4","Pick of the Litter","Movie",2018,"USA","Documentary",7.6,NA,"tt5644050","Pick of the Litter"
"sqm121800004m4","Elf","Movie",2003,"USA","Comedy",6.9,NA,"tt0319343","Elf"
"sqm121800069m4","The Lion King","Movie",1994,"USA","Adventure",8.5,NA,"tt0110357","The Lion King"
"sqm121800040m4","House of the Rising Sons","Movie",2018,"HKG","Biography",5.9,NA,"tt8638638","House of the Rising Sons"
"sqm121800085m4","Jackie","Movie",2016,"USA","Biography",6.7,NA,"tt1619029","Jackie"
"sqm121800073m4","Predators","Movie",2010,"USA","Action",6.4,NA,"tt1424381","Predators"
"sqm121800028m4","The Man Who Invented Christmas","Movie",2017,"IRL","Biography",7,NA,"tt6225520","The Man Who Invented Christmas"
"sqm121800033m4","Raising Colors","Movie",2018,"FRA","Drama",5.7,NA,"tt7146578","Raising Colors"
"sqm121800027m4","The Wife","Movie",2017,"GBR","Drama",7.2,NA,"tt3750872","The Wife"
"sqm121800078m4","The Nice Guys","Movie",2016,"USA","Action",7.4,NA,"tt3799694","The Nice Guys"
"sqm121800054m4","Abrahaminte Santhathikal","Movie",2018,"IND","Action",7.8,NA,"tt7345930","Abrahaminte Santhathikal"
"sqm121800006m4","The Queen","Movie",2006,"GBR","Biography",7.3,NA,"tt0436697","The Queen"
"sqm121800053m4","Junga","Movie",2018,"IND","Action",5.4,NA,"tt7483340","Junga"
"sqm121800029m4","An American in Paris: The Musical","Movie",2018,"GBR","Musical",8.3,NA,"tt7877016","An American in Paris: The Musical"
"sqm121800049m4","Think Again, Junpei","Movie",2018,"JPN","Crime",NA,NA,"tt8554256","Think Again, Junpei"
"sqm121800076m4","CinemAbility","Movie",2012,"USA","Documentary",8.4,NA,"tt1723128","CinemAbility"
"sqm121800075m4","Far from the Tree","Movie",2017,"USA","Documentary",7.5,NA,"tt6848736","Far from the Tree"
"sqm121800082m4","John Wick","Movie",2014,"CHN","Action",7.3,NA,"tt2911666","John Wick"
"sqm121800051m4","Fukrey Returns","Movie",2017,"IND","Comedy",6.5,NA,"tt6712014","Fukrey Returns"
"sqm121800041m4","The Island","Movie",2005,"USA","Action",6.9,NA,"tt0399201","The Island"
"sqm121800180m4","Gwen Stefani: You Make It Feel Like Christmas","Movie",NA,"USA",NA,NA,NA,"tt7741590","Gwen Stefani: You Make It Feel Like Christmas"
"sqm121800043m4","Long Time No Sea","Movie",2018,"TWN","Drama",7.4,NA,"tt7475882","Long Time No Sea"
"sqm121800035m4","Playmaker","Movie",1994,"GBR","Drama",5.4,NA,"tt0110849","Playmaker"
"sqm121800059m4","Along with the Gods: The last 49 days","Movie",2018,"KOR","Action",7.1,NA,"tt8116428","Along with the Gods: The last 49 days"
"sqm121800070m4","Winnie the Pooh","Movie",2011,"USA","Adventure",7.2,NA,"tt1449283","Winnie the Pooh"
"sqm121800008m4","The Wizard of Oz (1939)","Movie",NA,"USA",NA,NA,NA,"tt0032138","The Wizard of Oz (1939)"
"sqm121800080m4","Bernie","Movie",2011,"USA","Biography",6.8,NA,"tt1704573","Bernie"
"sqm121800002m4","Daddy's Home","Movie",2015,"USA","Comedy",6.2,NA,"tt1528854","Daddy's Home"
"sqm121800092m4","Dallas Buyers Club","Movie",2013,"USA","Biography",8,NA,"tt0790636","Dallas Buyers Club"
"sqm121800081m4","Smallfoot","Movie",2018,"USA","Adventure",6.7,NA,"tt6182908","Smallfoot"
"sqm121800071m4","James and the Giant Peach","Movie",1996,"GBR","Adventure",6.7,NA,"tt0116683","James and the Giant Peach"
"sqm121800007m4","It's a Wonderful Life","Movie",1946,"USA","Drama",8.6,NA,"tt0038650","It's a Wonderful Life"
"sqm121800005m4","Spotlight","Movie",2015,"USA","Crime",8.1,NA,"tt1895587","Spotlight"
"sqm121800089m4","TRON: Legacy","Movie",2010,"USA","Action",6.8,NA,"tt1104001","TRON: Legacy"
"sqm121800056m4","Balu Mahi","Movie",2017,"PAK","Adventure",6.6,NA,"tt5370442","Balu Mahi"
"sqm121800094m4","Brooklyn","Movie",2015,"GBR","Drama",7.5,NA,"tt2381111","Brooklyn"
"sqm121800093m4","Carol","Movie",2015,"GBR","Drama",7.2,NA,"tt2402927","Carol"
"sqm121800090m4","8 Mile","Movie",2002,"USA","Drama",7.1,NA,"tt0298203","8 Mile"
"sqm121800058m4","Nikka Zaildar 2","Movie",2017,"IND","Comedy",6.8,NA,"tt7370188","Nikka Zaildar 2"
"sqm121800083m4","John Wick: Chapter 2","Movie",2017,"USA","Action",7.5,NA,"tt4425200","John Wick: Chapter 2"
"sqm121800086m4","Elle","Movie",2016,"FRA","Crime",7.2,NA,"tt3716530","Elle"
"sqm121800087m4","Speed","Movie",1994,"USA","Action",7.2,NA,"tt0111257","Speed"
"sqm071800013m4","Finding Mom (Momo)","Movie",2017,"FRA","Comedy",4.8,2.4,"tt6556552","Finding Mom (Momo)"
"sqm071800031m4","Ana Anak Ibu","Movie",2017,"MYS","Drama",0,0,"tt4497416","Ana Anak Ibu"
"sqm071800040m4","Krazzy Tabbar","Movie",2017,"IND","Comedy",5.3,2.7,"tt7154282","Krazzy Tabbar"
"sqm081800019m4","You & Me XXX","Movie",2017,"THA","Drama",0,0,"tt4595882","You & Me XXX"
"sqm081800025m4","Somewhere Beyond the Mist","Movie",2018,"HKG","Drama",6,3,"tt7757028","Somewhere Beyond the Mist"
