"","uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore","imdbID","runtimeMinutes","imdbRating","imdbVotes","oCountry"
"216","sqm111800041m4","Love+Sling","Movie",2018,"KOR","Comedy",6.8,3.4,"tt7299346",110,6.1,89,"KOR"
"217","sqm111800045m4","Frankenweenie","Movie",2012,"USA","Family",7,3.5,"tt1142977",87,7,87930,"USA"
"218","sqm111800046m4","Hercules","Movie",1997,"USA","Family",7.3,3.7,"tt0119282",93,7.3,177989,"USA"
"219","sqm111800047m4","Nanny McPhee","Movie",2005,"USA","Family",6.6,3.3,"tt0396752",97,6.6,60537,"USA"
"220","sqm111800048m4","Ant-Man","Movie",2015,"USA","Action",7.3,3.7,"tt0478970",117,7.3,474148,"USA"
"221","sqm111800049m4","Mission: Impossible - Ghost Protocol","Movie",2011,"USA","Action",7.4,3.7,"tt1229238",132,7.4,422289,"USA"
"222","sqm111800050m4","Mission: Impossible - Rogue Nation","Movie",2015,"USA","Action",7.4,3.7,"tt2381249",131,7.4,305263,"USA"
"223","sqm111800051m4","The Equalizer","Movie",2014,"USA","Action",7.2,3.6,"tt0455944",132,7.2,295226,"USA"
"224","sqm111800052m4","Sicario","Movie",2015,"USA","Action",7.6,3.8,"tt3397884",121,7.6,320422,"USA"
"225","sqm111800053m4","Mamma Mia!","Movie",2008,"USA","Comedy",6.4,3.2,"tt0795421",108,6.4,188076,"USA"
"226","sqm111800055m4","Fences","Movie",2016,"USA","Drama",7.2,3.6,"tt2671706",139,7.2,83837,"USA"
"227","sqm111800056m4","Erin Brockovich","Movie",2000,"USA","Drama",7.3,3.7,"tt0195685",131,7.3,156556,"USA"
"228","sqm111800057m4","The Immigrant","Movie",2013,"USA","Drama",6.6,3.3,"tt1951181",120,6.6,26169,"USA"
"229","sqm111800058m4","The Big Short","Movie",2015,"USA","Drama",7.8,3.9,"tt1596363",130,7.8,300939,"USA"
"230","sqm111800059m4","The Lady in the Van","Movie",2015,"GBR","Drama",6.7,3.4,"tt3722070",104,6.7,22335,"GBR"
"231","sqm111800060m4","Gigi (1958)","Movie",1958,"USA","Comedy",6.8,3.4,"tt0051658",115,6.8,17486,"USA"
"232","sqm111800061m4","On the Waterfront (1954)","Movie",1954,"USA","Drama",8.2,4.1,"tt0047296",108,8.2,126663,"USA"
"233","sqm111800062m4","From Here to Eternity (1953)","Movie",1953,"USA","Drama",7.7,3.9,"tt0045793",118,7.7,38946,"USA"
"234","sqm111800063m4","So Young","Movie",2013,"CHN","Drama",6.4,3.2,"tt2765340",131,6.4,1771,"CHN"
"235","sqm111800065m4","A Ghost of a Chance","Movie",2011,"JPN","Comedy",7.1,3.6,"tt1677603",142,7,793,"JPN"
"236","sqm111800066m4","Paprika","Movie",2006,"JPN","Animation",7.7,3.9,"tt0851578",90,7.7,59477,"JPN"
"237","sqm111800067m4","Mother","Movie",2009,"KOR","Thriller",7.8,3.9,"tt1216496",129,7.8,36268,"KOR"
"238","sqm111800068m4","Queen of Walking","Movie",2016,"KOR","Comedy",6.4,3.2,"tt6450044",94,6.2,58,"KOR"
"239","sqm111800069m4","My Love Sinema","Movie",2016,"SGP","Drama",6.5,3.3,"tt5665940",90,6.6,24,"MYS"
"240","sqm111800070m4","My Magic","Movie",2008,"SGP","Drama",6.4,3.2,"tt1233329",75,6.5,269,"SGP"
"241","sqm111800073m4","Half the Picture","Movie",2018,"USA","Documentary",6.9,3.5,"tt5713994",94,6.6,148,"USA"
"242","sqm111800074m4","Strokes of Genius","Movie",2018,"USA","Documentary",8,4,"tt8638420",98,8.1,544,"USA"
"243","sqm111800075m4","All the Wild Horses","Movie",2017,"MNG","Documentary",8.6,4.3,"tt2636480",90,8.5,72,"MNG"
"244","sqm111800081m4","An American in Paris: The Musical","Movie",2018,"GBR","Musical",8.1,4.1,"tt7877016",160,8.3,151,"GBR"
"245","sqm071800010m4","Gemini","Movie",2017,"USA","Thriller",6.2,3.1,"tt5795086",93,5.5,3270,"USA"
"246","sqm091800029m4","Recall","Movie",2018,"JPN","Drama",8.5,4.3,"tt3754662",73,3.2,104,"CAN"
"247","sqm091800031m4","Champion","Movie",2018,"KOR","Drama",6.4,3.2,"tt9124428",130,8.5,3156,"TUR"
"248","sqm101800044m4","Believer","Movie",2018,"KOR","Action",6.1,3.1,"tt7095654",123,6.3,765,"KOR"
"249","sqm111800054m4","Begin Again","Movie",2013,"USA","Drama",7.4,3.7,"tt1980929",104,7.4,127676,"USA"
"250","sqm121800031m4","Just a Breath Away","Movie",2018,"FRA","Sci-Fi",NA,NA,"tt5092380",89,5.9,2878,"FRA"
"251","sqm121800003m4","Love Actually","Movie",2003,"GBR","Comedy",NA,NA,"tt0314331",135,7.6,381834,"GBR"
"252","sqm121800022h7","The Predator","Movie",2018,"CAN","Action",NA,NA,"tt3829266",107,5.4,83481,"CAN"
"253","sqm121800026m4","Papillon","Movie",2017,"CZE","Crime",NA,NA,"tt5093026",133,7.1,26062,"CZE"
"254","sqm121800019m4","BlacKkKlansman","Movie",2018,"USA","Biography",NA,NA,"tt7349662",135,7.5,107801,"USA"
"255","sqm121800001m4","Daddy's Home 2","Movie",2017,"USA","Comedy",NA,NA,"tt5657846",100,6,45984,"USA"
"256","sqm121800021m4","Searching","Movie",2018,"RUS","Drama",NA,NA,"tt7668870",102,7.7,80113,"RUS"
"257","sqm121800024m4","Sorry to Bother You","Movie",2018,"USA","Comedy",NA,NA,"tt5688932",111,7,33837,"USA"
"258","sqm121800060m4","Monstrum","Movie",2005,"FRA","Sci-Fi",NA,NA,"tt0412412",103,5.1,515,"FRA"
"259","sqm121800017h7","Crazy Rich Asians","Movie",2018,"USA","Comedy",NA,NA,"tt3104988",120,7,78885,"USA"
"260","sqm121800084m4","Arrival","Movie",2016,"USA","Drama",NA,NA,"tt2543164",116,7.9,496784,"USA"
"261","sqm121800030m4","The New Romantic","Movie",2018,"CAN","Comedy",NA,NA,"tt7456534",82,5.8,497,"CAN"
"262","sqm121800068m4","Cloudy With A Chance Of Meatballs","Movie",2013,"USA","Action",NA,NA,"tt1985966",95,6.4,79280,"USA"
"263","sqm121800065m4","Arthur Christmas","Movie",2011,"GBR","Adventure",NA,NA,"tt1430607",97,7.1,44906,"GBR"
"264","sqm121800077m4","The Descendants","Movie",2011,"USA","Comedy",NA,NA,"tt1033575",115,7.3,221956,"USA"
"265","sqm121800039m4","Genghis Khan","Movie",1965,"GBR","Adventure",NA,NA,"tt0059219",120,6,1784,"GBR"
"266","sqm121800023m4","Mile 22","Movie",2018,"CHN","Action",NA,NA,"tt4560436",94,6.1,41356,"CHN"
"267","sqm121800020m4","Alpha","Movie",2018,"USA","Adventure",NA,NA,"tt4244998",96,6.7,35791,"USA"
"268","sqm121800042m4","L Storm","Movie",2018,"HKG","Action",NA,NA,"tt8031554",90,6,266,"HKG"
"269","sqm121800052m4","Happy Phirr Bhag Jayegi","Movie",2018,"IND","Comedy",NA,NA,"tt7881542",136,4.5,787,"IND"
"270","sqm121800009m4","Indochina","Movie",1992,"FRA","Drama",NA,NA,"tt0104507",159,7.1,8425,"FRA"
"271","sqm121800038m4","Big Brother","Movie",2018,"HKG","Action",NA,NA,"tt7336572",101,6.3,962,"HKG"
"272","sqm121800046m4","Gintama 2:  Rules Are Made To Be Broken","Movie",2018,"JPN","Action",NA,NA,"tt7639528",134,6.6,334,"JPN"
"273","sqm121800018h7","Christopher Robin","Movie",2018,"USA","Adventure",NA,NA,"tt4575576",104,7.4,42072,"USA"
"274","sqm121800061m4","On Your Wedding Day","Movie",2018,"KOR","Romance",NA,NA,"tt7938092",110,6.9,591,"KOR"
"275","sqm121800072m4","Predator","Movie",1987,"USA","Action",NA,NA,"tt0093773",107,7.8,340553,"USA"
"276","sqm121800050m4","Aiyaary","Movie",2018,"IND","Action",NA,NA,"tt6774212",157,5.2,3159,"IND"
"277","sqm121800066m4","The Polar Express","Movie",2004,"USA","Adventure",NA,NA,"tt0338348",100,6.6,153649,"USA"
"278","sqm121800025m4","The Children Act","Movie",2017,"GBR","Drama",NA,NA,"tt6040662",105,6.7,5811,"GBR"
"279","sqm121800067m4","Storks","Movie",2016,"USA","Adventure",NA,NA,"tt4624424",87,6.8,49299,"USA"
"280","sqm121800047m4","Life in Overtime","Movie",2018,"JPN","Comedy",NA,NA,"tt7019806",125,7.2,29,"JPN"
"281","sqm121800048m4","My Dad is a Heel Wrestler","Movie",NA,"JPN",NA,NA,NA,"tt7295568",NA,NA,NA,"JPN"
"282","sqm121800034m4","In the Aisles","Movie",1984,"USA","Documentary",NA,NA,"tt0088249",84,6.4,1593,"USA"
"283","sqm121800036m4","The Girl in the Fog","Movie",2017,"ITA","Crime",NA,NA,"tt6892400",128,6.8,4339,"ITA"
"284","sqm121800011m4","Parched","Movie",2015,"IND","Drama",NA,NA,"tt3043252",116,7.6,3968,"IND"
"285","sqm121800064m4","The Nightmare Before Christmas","Movie",1993,"USA","Animation",NA,NA,"tt0107688",76,8,265077,"USA"
"286","sqm121800079m4","Hairspray","Movie",2007,"USA","Comedy",NA,NA,"tt0427327",117,6.7,111437,"USA"
"287","sqm121800045m4","The Way of the Bug","Movie",2018,"CHN","Comedy",NA,NA,"tt8793220",99,4.4,15,"CHN"
"288","sqm121800074m4","Pick of the Litter","Movie",2018,"USA","Documentary",NA,NA,"tt5644050",81,7.6,439,"USA"
"289","sqm121800004m4","Elf","Movie",2003,"USA","Comedy",NA,NA,"tt0319343",97,6.9,188904,"USA"
"290","sqm121800069m4","The Lion King","Movie",1994,"USA","Adventure",NA,NA,"tt0110357",88,8.5,814667,"USA"
"291","sqm121800040m4","House of the Rising Sons","Movie",2018,"HKG","Biography",NA,NA,"tt8638638",100,5.9,35,"HKG"
"292","sqm121800085m4","Jackie","Movie",2016,"USA","Biography",NA,NA,"tt1619029",100,6.7,64430,"USA"
"293","sqm121800073m4","Predators","Movie",2010,"USA","Action",NA,NA,"tt1424381",107,6.4,197077,"USA"
"294","sqm121800028m4","The Man Who Invented Christmas","Movie",2017,"IRL","Biography",NA,NA,"tt6225520",104,7,9004,"IRL"
"295","sqm121800033m4","Raising Colors","Movie",2018,"FRA","Drama",NA,NA,"tt7146578",101,5.7,179,"FRA"
"296","sqm121800027m4","The Wife","Movie",2017,"GBR","Drama",NA,NA,"tt3750872",99,7.3,15560,"GBR"
"297","sqm121800078m4","The Nice Guys","Movie",2016,"USA","Action",NA,NA,"tt3799694",116,7.4,233045,"USA"
"298","sqm121800054m4","Abrahaminte Santhathikal","Movie",2018,"IND","Action",NA,NA,"tt7345930",131,7.8,4123,"IND"
"299","sqm121800006m4","The Queen","Movie",2006,"GBR","Biography",NA,NA,"tt0436697",103,7.3,96820,"GBR"
"300","sqm121800053m4","Junga","Movie",2018,"IND","Action",NA,NA,"tt7483340",156,5.4,614,"IND"
"301","sqm121800029m4","An American in Paris: The Musical","Movie",2018,"GBR","Musical",NA,NA,"tt7877016",160,8.3,151,"GBR"
"302","sqm121800049m4","Think Again, Junpei","Movie",NA,"JPN",NA,NA,NA,"tt8554256",NA,NA,NA,"JPN"
"303","sqm121800076m4","CinemAbility","Movie",2012,"USA","Documentary",NA,NA,"tt1723128",98,8.4,28,"USA"
"304","sqm121800075m4","Far from the Tree","Movie",NA,"USA",NA,NA,NA,"tt6022842",NA,NA,NA,"USA"
"305","sqm121800082m4","John Wick","Movie",2014,"CHN","Action",NA,NA,"tt2911666",101,7.3,418502,"CHN"
"306","sqm121800051m4","Fukrey Returns","Movie",2017,"IND","Comedy",NA,NA,"tt6712014",141,6.5,3847,"IND"
"307","sqm121800041m4","The Island","Movie",2005,"USA","Action",NA,NA,"tt0399201",136,6.9,286046,"USA"
"308","sqm121800180m4","Gwen Stefani: You Make It Feel Like Christmas","Movie",NA,"USA",NA,NA,NA,"tt7741590",NA,NA,NA,"USA"
"309","sqm121800043m4","Long Time No Sea","Movie",2018,"TWN","Drama",NA,NA,"tt7475882",96,7.4,26,"TWN"
"310","sqm121800035m4","Playmaker","Movie",1994,"GBR","Drama",NA,NA,"tt0110849",91,5.4,365,"GBR"
"311","sqm121800059m4","Along with the Gods: The last 49 days","Movie",2018,"KOR","Action",NA,NA,"tt8116428",142,7,2822,"KOR"
"312","sqm121800070m4","Winnie the Pooh","Movie",2011,"USA","Adventure",NA,NA,"tt1449283",63,7.2,19182,"USA"
"313","sqm121800008m4","The Wizard of Oz (1939)","Movie",NA,"USA",NA,NA,NA,"tt0032138",NA,NA,NA,"USA"
"314","sqm121800080m4","Bernie","Movie",2011,"USA","Biography",NA,NA,"tt1704573",99,6.8,53236,"USA"
"315","sqm121800002m4","Daddy's Home","Movie",2015,"USA","Comedy",NA,NA,"tt1528854",96,6.1,94400,"USA"
"316","sqm121800092m4","Dallas Buyers Club","Movie",2013,"USA","Biography",NA,NA,"tt0790636",117,8,396423,"USA"
"317","sqm121800081m4","Smallfoot","Movie",2018,"USA","Adventure",NA,NA,"tt6182908",96,6.7,19118,"USA"
"318","sqm121800071m4","James and the Giant Peach","Movie",1996,"GBR","Adventure",NA,NA,"tt0116683",79,6.7,55537,"GBR"
"319","sqm121800007m4","It's a Wonderful Life","Movie",1946,"USA","Drama",NA,NA,"tt0038650",130,8.6,349802,"USA"
"320","sqm121800005m4","Spotlight","Movie",2015,"USA","Crime",NA,NA,"tt1895587",129,8.1,354603,"USA"
"321","sqm121800089m4","TRON: Legacy","Movie",2010,"USA","Action",NA,NA,"tt1104001",125,6.8,292691,"USA"
"322","sqm121800056m4","Balu Mahi","Movie",2017,"PAK","Adventure",NA,NA,"tt5370442",150,6.6,467,"PAK"
"323","sqm121800094m4","Brooklyn","Movie",2015,"GBR","Drama",NA,NA,"tt2381111",117,7.5,114678,"GBR"
"324","sqm121800093m4","Carol","Movie",2015,"GBR","Drama",NA,NA,"tt2402927",118,7.2,98108,"GBR"
"325","sqm121800090m4","8 Mile","Movie",2002,"USA","Drama",NA,NA,"tt0298203",110,7.1,224996,"USA"
"326","sqm121800058m4","Nikka Zaildar 2","Movie",2017,"IND","Comedy",NA,NA,"tt7370188",150,6.8,290,"IND"
"327","sqm121800083m4","John Wick: Chapter 2","Movie",2017,"USA","Action",NA,NA,"tt4425200",122,7.5,261310,"USA"
"328","sqm121800086m4","Elle","Movie",2016,"FRA","Crime",NA,NA,"tt3716530",130,7.2,53313,"FRA"
"329","sqm121800087m4","Speed","Movie",1994,"USA","Action",NA,NA,"tt0111257",116,7.2,298146,"USA"
"330","sqm071800013m4","Finding Mom (Momo)","Movie",2017,"FRA","Comedy",4.8,2.4,"tt6556552",85,4.6,385,"FRA"
"331","sqm071800031m4","Ana Anak Ibu","Movie",2017,"MYS","Drama",0,0,"tt4497416",NA,NA,NA,"USA"
"332","sqm071800040m4","Krazzy Tabbar","Movie",2017,"IND","Comedy",5.3,2.7,"tt7154282",118,5.8,54,"IND"
"333","sqm081800019m4","You & Me XXX","Movie",2017,"THA","Drama",0,0,"tt4595882",106,7.2,13332,"USA"
"334","sqm081800025m4","Somewhere Beyond the Mist","Movie",2018,"HKG","Drama",6,3,"tt7757028",86,5.8,109,"HKG"
"335","sqm081800027m4","Kids On The Slope","Movie",2018,"JPN","Drama",7.9,4,"tt6835804",120,7.1,284,"JPN"
"336","sqm081800033m4","Be With You","Movie",2018,"KOR","Drama",0,0,"tt8092252",132,7.5,1830,"KOR"
"337","sqm091800009m4","Please Stand By","Movie",2018,"USA","Comedy",6.7,3.4,"tt4652650",93,6.7,7594,"USA"
"338","sqm091800010m4","How to Talk to Girls at Parties","Movie",2018,"GBR","Comedy",7.6,3.8,"tt3859310",102,5.8,6433,"GBR"
"339","sqm091800011m4","Little Pink House","Movie",2018,"CAN","Drama",5.9,3,"tt3863632",98,6.5,457,"CAN"
"340","sqm091800012m4","Edie","Movie",2018,"GBR","Drama",6.5,3.3,"tt3823098",102,6.5,601,"GBR"
"341","sqm091800018m4","Blessed Madness","Movie",2018,"ITA","Comedy",6,3,"tt7022404",110,5.9,750,"ITA"
"342","sqm091800022m4","Always Be With You","Movie",2017,"HKG","Thriller",5.6,2.8,"tt7469972",98,5.9,317,"HKG"
"343","sqm091800025m4","I am Your Mom","Movie",2018,"CHN","Comedy",4.9,2.5,"tt8399698",103,4.6,22,"CHN"
"344","sqm091800035m4","Baadshaho","Movie",2017,"IND","Action",5,2.5,"tt4906960",136,5,3720,"IND"
"345","sqm091800036m4","Hotel Salvation (Mukti Bhawan)","Movie",2017,"IND","Comedy",7.2,3.6,"tt5997928",102,7.2,1305,"IND"
"346","sqm091800038m4","Bharat Ennum Naan","Movie",2018,"IND","Thriller",0,0,"tt6980546",173,8,12852,"IND"
"347","sqm101800004m4","Hotel Transylvania 3","Movie",2018,"USA","Family",6.4,3.2,"tt5220122",97,6.3,36713,"USA"
"348","sqm101800009m4","You Were Never Really Here","Movie",2018,"GBR","Thriller",6.9,3.5,"tt5742374",89,6.8,64142,"GBR"
"349","sqm101800012m4","The Escape","Movie",2018,"GBR","Drama",5.8,2.9,"tt0057115",172,8.2,201983,"USA"
"350","sqm101800024m4","GATAO 2- The New Leader Rising","Movie",2018,"TWN","Drama",6.7,3.4,"tt8324576",127,6,183,"TWN"
"351","sqm101800027m4","Shed Skin Papa","Movie",2018,"HKG","Drama",5.8,2.9,"tt6135054",100,5.9,51,"CHN"
"352","sqm101800028m4","To My 19 Year Old","Movie",2018,"CHN","Drama",0,0,"tt8734578",99,7.3,37,"CHN"
"353","sqm101800029m4","Two Wrongs Make A Right","Movie",2017,"HKG","Comedy",4.4,2.2,"tt7672188",NA,5,47,"CHN"
"354","sqm101800031m4","After The Rain","Movie",2018,"JPN","Drama",8.3,4.2,"tt7637350",112,7.2,282,"JPN"
"355","sqm101800040m4","GujjuBhai - Most Wanted","Movie",2018,"IND","Comedy",7.6,3.8,"tt7790898",157,7.4,252,"IND"
"356","sqm101800045m4","The Accidental Detective 2: In ACTION","Movie",2018,"KOR","Action",6.8,3.4,"tt7022500",116,6.4,254,"KOR"
"357","sqm101800046m4","The Witch: Part 1. The Subversion","Movie",2018,"KOR","Action",7.3,3.7,"tt8574252",125,6.7,421,"KOR"
"358","sqm101800056m4","Lemony Snicket's A Series of Unfortunate Events","Movie",2004,"USA","Family",6.8,3.4,"tt0339291",108,6.8,183036,"USA"
"359","sqm101800070m4","Good Bye, Lenin!","Movie",2003,"DEU","Comedy",7.7,3.9,"tt0301357",121,7.7,127965,"DEU"
"360","sqm101800073m4","Above & Beyond Acoustic: Giving Up the Day Job","Movie",2018,"GBR","Documentary",9.5,4.8,"tt0094602",99,6,25962,"USA"
"361","sqm101800003h7","Ocean's 8","Movie",2018,"USA","Comedy",6.4,3.2,"tt5164214",110,6.2,127447,"USA"
"362","sqm101800082m4","20, Once Again!","Movie",2015,"CHN","Comedy/Drama",6.7,3.4,"tt4344878",131,6.7,942,"CHN"
"363","sqm101800089m4","Back to the Future II","Movie",1989,"USA","Comedy",7.8,3.9,"tt0096874",108,7.8,416716,"USA"
"364","sqm101800090m4","Back to the Future III","Movie",1990,"USA","Comedy",7.4,3.7,"tt0099088",118,7.4,350663,"USA"
"365","sqm101800091m4","Indiana Jones: Raiders of the Lost Ark","Movie",1981,"USA","Action",8.5,4.3,"tt0082971",115,8.5,796071,"USA"
"366","sqm111800002h7","Mission: Impossible – Fallout","Movie",2018,"USA","Action",8.4,4.2,"tt4912910",147,7.8,214916,"USA"
"367","sqm111800012m4","The House of Tomorrow","Movie",2018,"USA","Drama",7,3.5,"tt5910344",85,6.2,906,"USA"
"368","sqm111800014m4","Big Bang","Movie",2018,"FRA","Comedy",0,0,"tt1307873",101,5.5,6618,"USA"
"369","sqm111800015m4","Mon ket","Movie",2018,"FRA","Comedy",6.1,3.1,"tt8398768",89,6,348,"FRA"
"370","sqm111800023m4","About Youth","Movie",2018,"TWN","Romance",0,0,"tt0021493",NA,NA,NA,"USA"
"371","sqm111800029m4","Flea-picking Samurai","Movie",2018,"JPN","Comedy",6.9,3.5,"tt7393746",110,6.1,73,"JPN"
"372","sqm111800036m4","Agnyaathavaasi","Movie",2018,"IND","Action",5.1,2.6,"tt7711342",158,4.9,2288,"IND"
"373","sqm111800037m4","Bimba Devi alias Yashodhara","Movie",2018,"LKA","Drama",8.5,4.3,"tt7800040",148,8.4,138,"LKA"
"374","sqm111800042m4","Sid & Aya: Not A Love Story","Movie",2018,"PHL","Drama",7.8,3.9,"tt0091954",112,7.1,26939,"GBR"
"375","sqm111800044m4","The Spongebob Movie: Sponge Out of Water","Movie",2015,"USA","Family",6,3,"tt2279373",92,6,42570,"USA"
"376","sqm111800064m4","The Magic Hour","Movie",2008,"JPN","Comedy",7.2,3.6,"tt1077089",136,7.3,967,"JPN"
"377","sqm111800071m4","Mystic River","Movie",2010,"USA","Drama",7.2,3.6,"tt0327056",138,8,384042,"USA"
"378","sqm111800072m4","Tombstone for Fireflies","Movie",1988,"JPN","Animation",0,0,"tt0095327",89,8.5,190248,"JPN"
"379","sqm081800233m4","The 13th KKBOX Music Awards","Movie",2018,"TWN","Arts, Music & Culture",0,4.2,NA,NA,NA,NA,NA
"380","sqm081800234m4","Norah Jones: Live at Ronnie Scotts","Movie",2018,"GBR","Arts, Music & Culture",0,4.2,NA,NA,NA,NA,NA
"381","sqm091800214m4","Pavarotti, un'emozione senza fine - 10th Anniversary Concert","Movie",2017,"ITA","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"382","sqm091800215m4","BBC Proms: First Night of the Proms","Movie",2017,"GBR","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"383","sqm091800216m4","Tchaikovsky: Pique Dame","Movie",2016,"DEU","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"384","sqm091800217m4","Pablo Picasso at Pompeii – Parade & Pulcinella","Movie",2017,"SPA","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"385","sqm091800218m4","The Biggest Weekend Part 1 - Ed Sheeran , Chvrches, Shawn Mendes…","Movie",2018,"GBR","Arts, Music & Culture",7,3.5,NA,NA,NA,NA,NA
"386","sqm091800219m4","The Biggest Weekend Part 2 - Sam Smith, Demi Lovato, Beck, 30 Seconds To Mars, Camila Cabello","Movie",2018,"GBR","Arts, Music & Culture",7,3.5,NA,NA,NA,NA,NA
"387","sqm091800220m4","Golden Melody Awards 2018金曲獎GMA","Movie",2018,"TAI","Arts, Music & Culture",0,0,NA,NA,NA,NA,NA
"388","sqm101800272m4","2018 hito流行音樂頒獎 2018 hito Music Awards","Movie",2018,"TWN","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"389","sqm101800273m4","The Isle of Wight 2018","Movie",2018,"GBR","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"390","sqm111800180m4","Andrew Litton & SSO: Beethoven Triple Concerto in C","Movie",2017,"SGP","Arts, Music & Culture",0,4,NA,NA,NA,NA,NA
"391","sqm111800181m4","Landmarks Live in Concert - The Foo Fighters: The Acropolis / Athens, Greece","Movie",2017,"GBR","Arts, Music & Culture",0,4.2,NA,NA,NA,NA,NA
"392","sqm121800032m4","The Magic Tuche","Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","sqm121800037m4","The Best Summer of My Life","Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","sqm071800025m4","Doraemon the Movie: Nobita’s Treasure Island","Movie",2018,"JPN","Animation",0,0,NA,NA,NA,NA,NA
"395","sqm071800038m4","Billu Rakkhosh","Movie",2017,"IND","Drama",7.1,3.6,NA,NA,NA,NA,NA
"396","sqm071800041m4","Fein Albi","Movie",2017,"EGY","Comedy",0,0,NA,NA,NA,NA,NA
"397","sqm081800026m4","Crayon Shinchan the movie: Bakumori! Kung Fu Boys -Ramen Panic-","Movie",2018,"JPN","Comedy",0,0,NA,NA,NA,NA,NA
"398","sqm081800043m4","Nilanjana","Movie",2017,"LKA","Family",0,0,NA,NA,NA,NA,NA
"399","sqm081800078m4","15 Shorts","Movie",NA,"SGP","Drama",0,0,NA,NA,NA,NA,NA
"400","sqm091800019m4","Put Grandma in the Freezer","Movie",2018,"ITA","Comedy",6.2,3.1,NA,NA,NA,NA,NA
"401","sqm091800020m4","Hopelessly Devout","Movie",2018,"ESP","Comedy",7.1,3.6,NA,NA,NA,NA,NA
"402","sqm101800018m4","Cloud Whispers","Movie",2018,"DEU","Drama",6,3,NA,NA,NA,NA,NA
"403","sqm101800022m4","Playing Fiancé","Movie",2018,"POL","Comedy",5,2.5,NA,NA,NA,NA,NA
"404","sqm101800048m4","Bath Moubacher","Movie",2017,"EGY","Comedy",0,0,NA,NA,NA,NA,NA
"405","sqm101800071m4","Go For It! India (Chak De India!)","Movie",2007,"IND","Drama",8.2,4.1,NA,NA,NA,NA,NA
"406","sqm111800021m4","From Ufa with Love","Movie",2018,"RUS","Comedy",6.6,3.3,NA,NA,NA,NA,NA
"407","sqm111800038m4","Monkey Baat","Movie",2018,"IND","Family",0,0,NA,NA,NA,NA,NA
"408","sqm111800043m4","Al Kenz","Movie",2017,"EGY","Action",7.3,3.7,NA,NA,NA,NA,NA
"409","sqm121800044m4","Monkey King Reloaded","Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","sqm081800018m4","London Love Story 2","Movie",2017,"IDN","Drama",0,0,NA,NA,NA,NA,NA
"411","sqm081800021m4","A Beautiful Moment","Movie",2018,"HKG","Comedy",7.1,3.6,NA,NA,NA,NA,NA
"412","sqm081800034m4","Omok Girl","Movie",2018,"KOR","Drama",0,0,NA,NA,NA,NA,NA
"413","sqm101800021m4","Going Vertical","Movie",2017,"RUS","Drama",6.7,3.4,NA,NA,NA,NA,NA
"414","sqm101800033m4","OVER DRIVE","Movie",2018,"JPN","Action",7.6,3.8,NA,NA,NA,NA,NA
